longitude,latitude,label,start_date,end_date,cube,time_series
-55.3344,-12.3212,Pasture,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [4547, 4156, 3366, 3279, 3236, 3639, 4046, 2528, 4377, 4004, 6243, 5244, 4555, 8002, 7911, 7688, 3253, 4941, 5002, 5409, 4409, 3815, 2866], ""EVI"": [2470, 2467, 2161, 1944, 1887, 2120, 2171, 1663, 2884, 2270, 3632, 3294, 4180, 7300, 7684, 3704, 1922, 3083, 3210, 3335, 2603, 2169, 1650], ""NIR_reflectance"": [3024, 2672, 3333, 3054, 2827, 3907, 3952, 3682, 4823, 2173, 3550, 4429, 4048, 3962, 4272, 3785, 3496, 2998, 2804, 2631, 2728, 3196, 2934]}"
-52.4244,-15.8492,Pasture,2013-09-14,2014-08-29,mod13q1-6.1,"{""Index"": [""2013-09-14"", ""2013-09-30"", ""2013-10-16"", ""2013-11-01"", ""2013-11-17"", ""2013-12-03"", ""2013-12-19"", ""2014-01-01"", ""2014-01-17"", ""2014-02-02"", ""2014-02-18"", ""2014-03-06"", ""2014-03-22"", ""2014-04-07"", ""2014-04-23"", ""2014-05-09"", ""2014-05-25"", ""2014-06-10"", ""2014-06-26"", ""2014-07-12"", ""2014-07-28"", ""2014-08-13"", ""2014-08-29""], ""NDVI"": [5187, 5346, 4991, 4508, 5202, 4610, 5319, 5829, 6884, 6582, 6633, 6766, 7190, 7234, 6660, 7836, 7278, 7160, 7303, 7038, 6943, 6646, 6175], ""EVI"": [2942, 2970, 2820, 2423, 2775, 2933, 3378, 3929, 4752, 4408, 4762, 5000, 5130, 4043, 4189, 4198, 3572, 4110, 3795, 4521, 3915, 3980, 3843], ""NIR_reflectance"": [2292, 2842, 3190, 3859, 3902, 2698, 3484, 2417, 3621, 2680, 4365, 2592, 3116, 2790, 3094, 2711, 2429, 2471, 2293, 2512, 2437, 2583, 2267]}"
-52.296,-14.5021,Pasture,2013-09-14,2014-08-29,mod13q1-6.1,"{""Index"": [""2013-09-14"", ""2013-09-30"", ""2013-10-16"", ""2013-11-01"", ""2013-11-17"", ""2013-12-03"", ""2013-12-19"", ""2014-01-01"", ""2014-01-17"", ""2014-02-02"", ""2014-02-18"", ""2014-03-06"", ""2014-03-22"", ""2014-04-07"", ""2014-04-23"", ""2014-05-09"", ""2014-05-25"", ""2014-06-10"", ""2014-06-26"", ""2014-07-12"", ""2014-07-28"", ""2014-08-13"", ""2014-08-29""], ""NDVI"": [3450, 3306, 3051, 2884, 3031, 3379, 4259, 4745, 4217, 7241, 6551, 7420, 6423, 5862, 5723, 6809, 7388, 7729, 6943, 6874, 6483, 5781, 4914], ""EVI"": [1773, 1728, 1661, 1641, 1568, 1637, 2268, 2451, 2273, 4058, 3640, 4283, 3982, 3202, 3050, 3541, 5283, 5011, 4858, 4193, 3988, 3402, 2861], ""NIR_reflectance"": [2411, 3249, 2158, 2210, 3670, 2542, 3183, 2586, 3425, 2643, 2518, 4237, 3346, 3026, 2962, 2849, 2584, 2406, 2253, 2187, 2278, 2363, 2640]}"
-56.4659,-14.3062,Pasture,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [4531, 3924, 3489, 3234, 3190, 4442, 3842, 5284, 6425, 6029, 5678, 6277, 6874, 6474, 6592, 6881, 5896, 6057, 5541, 5430, 5412, 4680, 3798], ""EVI"": [2349, 2236, 2219, 2020, 2150, 2258, 2379, 3917, 4649, 3463, 3919, 2952, 5277, 4627, 4854, 4842, 3862, 3315, 3425, 2876, 2738, 2413, 1916], ""NIR_reflectance"": [3153, 3130, 2545, 2843, 3650, 4683, 3438, 4150, 1729, 3696, 3087, 2990, 3093, 3884, 2573, 3041, 2612, 2526, 2524, 2163, 2480, 2965, 2950]}"
-55.0574,-14.2136,Pasture,2003-09-14,2004-08-28,mod13q1-6.1,"{""Index"": [""2003-09-14"", ""2003-09-30"", ""2003-10-16"", ""2003-11-01"", ""2003-11-17"", ""2003-12-03"", ""2003-12-19"", ""2004-01-01"", ""2004-01-17"", ""2004-02-02"", ""2004-02-18"", ""2004-03-05"", ""2004-03-21"", ""2004-04-06"", ""2004-04-22"", ""2004-05-08"", ""2004-05-24"", ""2004-06-09"", ""2004-06-25"", ""2004-07-11"", ""2004-07-27"", ""2004-08-12"", ""2004-08-28""], ""NDVI"": [3575, 3425, 3337, 3122, 3429, 3882, 4355, 4990, 5892, 4718, 4709, 6556, 6322, 5700, 6101, 6231, 5903, 5615, 5352, 4419, 4081, 3642, 3353], ""EVI"": [1806, 1815, 1807, 1703, 1875, 1919, 2089, 2425, 2981, 3250, 3080, 3797, 3574, 3256, 4325, 3521, 3589, 3236, 3119, 2508, 1997, 1956, 1726], ""NIR_reflectance"": [2789, 2075, 2877, 2669, 3293, 2580, 2677, 2677, 2347, 3471, 3652, 2884, 2503, 2344, 2884, 2272, 2240, 2276, 2208, 2056, 2187, 2354, 2349]}"
-54.3523,-15.7024,Pasture,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3921, 3725, 3644, 3947, 4551, 4604, 5563, 6105, 6409, 6076, 7974, 6831, 3214, 5986, 7377, 6680, 7006, 6487, 7340, 6862, 7466, 6316, 5524], ""EVI"": [2092, 2214, 2054, 2113, 2466, 2782, 3254, 4250, 3557, 3456, 4432, 4933, 2280, 4425, 4332, 4425, 4890, 3553, 4293, 4149, 4769, 3518, 3058], ""NIR_reflectance"": [2706, 2993, 2447, 2635, 3614, 3051, 2510, 3037, 4210, 4307, 4093, 2793, 3261, 3138, 3242, 2498, 2179, 2379, 2357, 2432, 2813, 2671, 2332]}"
-51.8127,-12.9071,Pasture,2013-09-14,2014-08-29,mod13q1-6.1,"{""Index"": [""2013-09-14"", ""2013-09-30"", ""2013-10-16"", ""2013-11-01"", ""2013-11-17"", ""2013-12-03"", ""2013-12-19"", ""2014-01-01"", ""2014-01-17"", ""2014-02-02"", ""2014-02-18"", ""2014-03-06"", ""2014-03-22"", ""2014-04-07"", ""2014-04-23"", ""2014-05-09"", ""2014-05-25"", ""2014-06-10"", ""2014-06-26"", ""2014-07-12"", ""2014-07-28"", ""2014-08-13"", ""2014-08-29""], ""NDVI"": [2607, 2658, 2573, 2700, 2847, 3201, 2547, 4117, 4390, 3701, 6173, 7563, 7377, 7857, 8017, 6941, 5456, 4464, 4665, 5749, 6520, 4810, 3957], ""EVI"": [1453, 1535, 1514, 1598, 1710, 1642, 1548, 2820, 2698, 2694, 4645, 5852, 5519, 5288, 5877, 4320, 3755, 2524, 2961, 3556, 4533, 2860, 2312], ""NIR_reflectance"": [2872, 2579, 2475, 2662, 3438, 3323, 3108, 2748, 3610, 3278, 4202, 2814, 2837, 2646, 2736, 2837, 2986, 2581, 2491, 2326, 2602, 2677, 2737]}"
-59.0879,-15.2475,Pasture,2002-09-14,2003-08-29,mod13q1-6.1,"{""Index"": [""2002-09-14"", ""2002-09-30"", ""2002-10-16"", ""2002-11-01"", ""2002-11-17"", ""2002-12-03"", ""2002-12-19"", ""2003-01-01"", ""2003-01-17"", ""2003-02-02"", ""2003-02-18"", ""2003-03-06"", ""2003-03-22"", ""2003-04-07"", ""2003-04-23"", ""2003-05-09"", ""2003-05-25"", ""2003-06-10"", ""2003-06-26"", ""2003-07-12"", ""2003-07-28"", ""2003-08-13"", ""2003-08-29""], ""NDVI"": [3680, 3879, 3417, 3481, 4182, 5196, 6207, 5793, 6462, 6943, 1368, 5330, 5611, 3567, 6043, 6426, 6536, 5918, 6735, 6860, 6500, 5742, 4888], ""EVI"": [2197, 2333, 1897, 2106, 2207, 3279, 4507, 3665, 3971, 4216, 1208, 3906, 4132, 2867, 4290, 4588, 4734, 3964, 4869, 4974, 4603, 3856, 2940], ""NIR_reflectance"": [3103, 3656, 3070, 3170, 3891, 2929, 3210, 2955, 2550, 3630, 4418, 2991, 2908, 3401, 2975, 3219, 3053, 2999, 3152, 2749, 2751, 2438, 2755]}"
-52.2846,-14.8633,Pasture,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [4027, 3289, 2820, 2738, 2951, 2828, 2933, 2866, 3052, 3928, 4165, 4130, 4339, 7157, 6954, 7823, 7673, 6191, 4636, 4594, 3470, 3350, 2982], ""EVI"": [2195, 1888, 1709, 1538, 1714, 1822, 1734, 1950, 1994, 2036, 2490, 2943, 2861, 5291, 5315, 5116, 5546, 3941, 2892, 2332, 1885, 1791, 1645], ""NIR_reflectance"": [2865, 2752, 3264, 1998, 3741, 3087, 3306, 3551, 3353, 3323, 3368, 4074, 3407, 3101, 2714, 3134, 2985, 2773, 2885, 2478, 2549, 2802, 2512]}"
-55.3012,-11.2152,Pasture,2013-09-14,2014-08-29,mod13q1-6.1,"{""Index"": [""2013-09-14"", ""2013-09-30"", ""2013-10-16"", ""2013-11-01"", ""2013-11-17"", ""2013-12-03"", ""2013-12-19"", ""2014-01-01"", ""2014-01-17"", ""2014-02-02"", ""2014-02-18"", ""2014-03-06"", ""2014-03-22"", ""2014-04-07"", ""2014-04-23"", ""2014-05-09"", ""2014-05-25"", ""2014-06-10"", ""2014-06-26"", ""2014-07-12"", ""2014-07-28"", ""2014-08-13"", ""2014-08-29""], ""NDVI"": [4609, 3950, 3687, 3495, 3354, 3148, 4893, 3764, 5499, 7726, 7242, 7242, 7210, 6853, 8807, 8367, 8226, 8190, 8115, 7881, 7687, 6977, 5499], ""EVI"": [3061, 2397, 2323, 2138, 2110, 2055, 3418, 2308, 4264, 5158, 4731, 4731, 6278, 5124, 5934, 6298, 6902, 6196, 6485, 5855, 5672, 4867, 3466], ""NIR_reflectance"": [3005, 3011, 3193, 3118, 4115, 2841, 4528, 4528, 3316, 3084, 4141, 3654, 4590, 4394, 3777, 4128, 3294, 3424, 3117, 3363, 2989, 2884, 2948]}"
-52.2087,-15.1112,Pasture,2013-09-14,2014-08-29,mod13q1-6.1,"{""Index"": [""2013-09-14"", ""2013-09-30"", ""2013-10-16"", ""2013-11-01"", ""2013-11-17"", ""2013-12-03"", ""2013-12-19"", ""2014-01-01"", ""2014-01-17"", ""2014-02-02"", ""2014-02-18"", ""2014-03-06"", ""2014-03-22"", ""2014-04-07"", ""2014-04-23"", ""2014-05-09"", ""2014-05-25"", ""2014-06-10"", ""2014-06-26"", ""2014-07-12"", ""2014-07-28"", ""2014-08-13"", ""2014-08-29""], ""NDVI"": [3743, 3414, 3121, 2999, 2962, 3591, 3532, 5018, 5215, 4644, 6581, 7097, 6549, 6766, 6684, 7660, 7004, 5835, 4998, 5636, 6242, 6243, 5706], ""EVI"": [2062, 1933, 1905, 1896, 1904, 1864, 1957, 2769, 4044, 2910, 4362, 5638, 4507, 3878, 3894, 4764, 4958, 3713, 3468, 3707, 4089, 4106, 3899], ""NIR_reflectance"": [2652, 2818, 3083, 2457, 3072, 2734, 3275, 2640, 3473, 4804, 4602, 2961, 3109, 2793, 3373, 2772, 2839, 2625, 2490, 2337, 2524, 2745, 2904]}"
-51.8678,-12.9663,Pasture,2013-09-14,2014-08-29,mod13q1-6.1,"{""Index"": [""2013-09-14"", ""2013-09-30"", ""2013-10-16"", ""2013-11-01"", ""2013-11-17"", ""2013-12-03"", ""2013-12-19"", ""2014-01-01"", ""2014-01-17"", ""2014-02-02"", ""2014-02-18"", ""2014-03-06"", ""2014-03-22"", ""2014-04-07"", ""2014-04-23"", ""2014-05-09"", ""2014-05-25"", ""2014-06-10"", ""2014-06-26"", ""2014-07-12"", ""2014-07-28"", ""2014-08-13"", ""2014-08-29""], ""NDVI"": [3848, 3521, 3338, 3782, 4099, 4750, 3762, 4954, 6221, 5013, 6357, 6362, 5718, 6194, 4486, 5619, 5226, 7075, 7198, 6943, 6633, 5732, 4811], ""EVI"": [2061, 2095, 1961, 2253, 2486, 2457, 2395, 3579, 4615, 3925, 4389, 4565, 4440, 3745, 2936, 3298, 3779, 4588, 4997, 4536, 4629, 3462, 2770], ""NIR_reflectance"": [3004, 3053, 2758, 2829, 3241, 3773, 3443, 4265, 2776, 4414, 4566, 2824, 2875, 3134, 2538, 2653, 2710, 2471, 2572, 2337, 2665, 2725, 2698]}"
-56.7898,-11.4209,Pasture,2012-09-13,2013-08-29,mod13q1-6.1,"{""Index"": [""2012-09-13"", ""2012-09-29"", ""2012-10-15"", ""2012-10-31"", ""2012-11-16"", ""2012-12-02"", ""2012-12-18"", ""2013-01-01"", ""2013-01-17"", ""2013-02-02"", ""2013-02-18"", ""2013-03-06"", ""2013-03-22"", ""2013-04-07"", ""2013-04-23"", ""2013-05-09"", ""2013-05-25"", ""2013-06-10"", ""2013-06-26"", ""2013-07-12"", ""2013-07-28"", ""2013-08-13"", ""2013-08-29""], ""NDVI"": [4498, 3933, 3390, 3802, 3430, 2807, 4506, 5479, 4688, 6218, 4769, 7230, 3745, 6530, 5997, 6985, 7026, 6940, 6725, 6251, 6712, 6547, 5286], ""EVI"": [2495, 2209, 2008, 2107, 1756, 1795, 2852, 2544, 3938, 3986, 3520, 6091, 3333, 4519, 4790, 4914, 4388, 4759, 4930, 4293, 4469, 4388, 3221], ""NIR_reflectance"": [2488, 3449, 3713, 3084, 3940, 2854, 3765, 3765, 2535, 4668, 4660, 4996, 3591, 3829, 3503, 3274, 3335, 2892, 2497, 2501, 2664, 2729, 2521]}"
