longitude,latitude,label,start_date,end_date
-51.9407,-13.2325,Pasture,2013-09-14,2014-08-29
-58.7672,-11.3732,Pasture,2008-09-13,2009-08-29
-55.2881,-11.0776,Pasture,2013-09-14,2014-08-29
-52.3754,-11.19,Pasture,2013-09-14,2014-08-29
-56.023,-14.1607,Pasture,2007-09-14,2008-08-28
-55.8955,-10.081,Pasture,2004-09-13,2005-08-29
-59.8262,-14.363,Pasture,2010-09-14,2011-08-29
-56.1084,-14.4192,Pasture,2014-09-14,2015-08-29
-52.6474,-15.7199,Pasture,2013-09-14,2014-08-29
-59.808,-14.3551,Pasture,2012-09-13,2013-08-29
-55.0917,-14.2115,Pasture,2009-09-14,2010-08-29
-60.4875,-13.0058,Pasture,2008-09-13,2009-08-29
-51.818,-12.911,Pasture,2013-09-14,2014-08-29
-52.2119,-15.098,Pasture,2013-09-14,2014-08-29
-53.599,-15.6653,Pasture,2013-09-14,2014-08-29
-56.0585,-14.4378,Pasture,2014-09-14,2015-08-29
-52.2071,-15.6595,Pasture,2013-09-14,2014-08-29
-56.2644,-14.4678,Pasture,2014-09-14,2015-08-29
-52.1867,-15.231,Pasture,2013-09-14,2014-08-29
-52.5959,-15.7452,Pasture,2014-09-14,2015-08-29
-55.3004,-16.0771,Pasture,2015-09-14,2016-08-28
-54.3378,-10.4337,Pasture,2013-09-14,2014-08-29
-52.8629,-15.5658,Pasture,2013-09-14,2014-08-29
-55.2035,-10.9138,Pasture,2014-09-14,2015-08-29
-51.7784,-12.7903,Pasture,2013-09-14,2014-08-29
-58.7614,-11.3723,Pasture,2010-09-14,2011-08-29
-55.0626,-10.395,Pasture,2013-09-14,2014-08-29
-54.2055,-15.3657,Pasture,2014-09-14,2015-08-29
-52.8119,-15.6762,Pasture,2014-09-14,2015-08-29
-55.2554,-15.5029,Pasture,2013-09-14,2014-08-29
-56.023,-14.1607,Pasture,2003-09-14,2004-08-28
-51.565,-12.5681,Pasture,2007-09-14,2008-08-28
-54.9687,-15.1836,Pasture,2015-09-14,2016-08-28
-57.6283,-13.7235,Pasture,2015-09-14,2016-08-28
-55.0849,-10.5681,Pasture,2013-09-14,2014-08-29
-52.6781,-15.6975,Pasture,2013-09-14,2014-08-29
-52.2062,-15.473,Pasture,2013-09-14,2014-08-29
-52.6716,-15.7104,Pasture,2013-09-14,2014-08-29
-52.2008,-15.1414,Pasture,2013-09-14,2014-08-29
-54.9734,-15.2246,Pasture,2015-09-14,2016-08-28
-55.7102,-15.4768,Pasture,2015-09-14,2016-08-28
-59.8262,-14.363,Pasture,2002-09-14,2003-08-29
-56.1974,-14.5368,Pasture,2015-09-14,2016-08-28
-52.042,-13.8071,Pasture,2014-09-14,2015-08-29
-54.9061,-10.23,Pasture,2014-09-14,2015-08-29
-52.2028,-15.133,Pasture,2013-09-14,2014-08-29
-52.4163,-11.0909,Pasture,2013-09-14,2014-08-29
-52.4572,-15.8338,Pasture,2013-09-14,2014-08-29
-52.5087,-15.7817,Pasture,2013-09-14,2014-08-29
-51.9357,-13.4561,Pasture,2013-09-14,2014-08-29
-52.1718,-14.3372,Pasture,2014-09-14,2015-08-29
-57.6294,-13.2873,Pasture,2015-09-14,2016-08-28
-56.1242,-14.4341,Pasture,2014-09-14,2015-08-29
-51.565,-12.5681,Pasture,2010-09-14,2011-08-29
-51.743,-12.3566,Pasture,2014-09-14,2015-08-29
-55.0443,-15.2015,Pasture,2015-09-14,2016-08-28
-52.7398,-10.8114,Pasture,2014-09-14,2015-08-29
-54.2567,-10.4247,Pasture,2013-09-14,2014-08-29
-52.203,-15.6049,Pasture,2013-09-14,2014-08-29
-55.2713,-11.0324,Pasture,2014-09-14,2015-08-29
-54.6185,-10.3732,Pasture,2013-09-14,2014-08-29
-52.4376,-15.8401,Pasture,2013-09-14,2014-08-29
-52.1709,-14.2823,Pasture,2013-09-14,2014-08-29
-54.3652,-10.4489,Pasture,2014-09-14,2015-08-29
-53.5869,-15.6529,Pasture,2013-09-14,2014-08-29
-55.2055,-15.508,Pasture,2013-09-14,2014-08-29
-52.3021,-14.8001,Pasture,2013-09-14,2014-08-29
-57.6698,-13.3546,Pasture,2015-09-14,2016-08-28
-57.554,-14.4458,Pasture,2014-09-14,2015-08-29
-54.9649,-15.1723,Pasture,2015-09-14,2016-08-28
-55.3306,-15.8122,Pasture,2015-09-14,2016-08-28
-53.4642,-10.5929,Pasture,2014-09-14,2015-08-29
-52.8581,-15.623,Pasture,2013-09-14,2014-08-29
-54.1348,-10.4477,Pasture,2013-09-14,2014-08-29
-54.9475,-10.1382,Pasture,2013-09-14,2014-08-29
-54.9928,-11.9319,Pasture,2014-09-14,2015-08-29
-52.2715,-14.9142,Pasture,2014-09-14,2015-08-29
-59.808,-14.3551,Pasture,2005-09-14,2006-08-29
-52.183,-15.1653,Pasture,2014-09-14,2015-08-29
-51.9897,-12.6367,Pasture,2013-09-14,2014-08-29
-52.6698,-10.824,Pasture,2013-09-14,2014-08-29
-55.6866,-15.7202,Pasture,2015-09-14,2016-08-28
-51.926,-13.1166,Pasture,2013-09-14,2014-08-29
-52.3445,-14.7277,Pasture,2013-09-14,2014-08-29
-56.701,-13.8596,Pasture,2015-09-14,2016-08-28
-52.2041,-15.4079,Pasture,2013-09-14,2014-08-29
-52.0352,-13.8025,Pasture,2014-09-14,2015-08-29
-53.7364,-15.7129,Pasture,2013-09-14,2014-08-29
-52.2722,-14.4598,Pasture,2013-09-14,2014-08-29
-52.6306,-15.713,Pasture,2014-09-14,2015-08-29
-52.1068,-13.9412,Pasture,2013-09-14,2014-08-29
-55.8955,-10.081,Pasture,2005-09-14,2006-08-29
-51.8845,-13.0109,Pasture,2013-09-14,2014-08-29
-55.0312,-14.2294,Pasture,2003-09-14,2004-08-28
-52.1806,-14.234,Pasture,2014-09-14,2015-08-29
-55.3558,-15.8185,Pasture,2015-09-14,2016-08-28
-52.7012,-15.6941,Pasture,2013-09-14,2014-08-29
-51.565,-12.5681,Pasture,2003-09-14,2004-08-28
-52.1703,-14.2692,Pasture,2013-09-14,2014-08-29
-57.5743,-14.5173,Pasture,2014-09-14,2015-08-29
-52.2977,-14.8443,Pasture,2014-09-14,2015-08-29
-59.418,-9.3126,Pasture,2014-09-14,2015-08-29
-56.2098,-14.6582,Pasture,2004-09-13,2005-08-29
-60.4827,-12.988,Pasture,2007-09-14,2008-08-28
-56.3031,-13.4423,Pasture,2015-09-14,2016-08-28
-51.565,-12.5681,Pasture,2012-09-13,2013-08-29
-56.0231,-14.1694,Pasture,2006-09-14,2007-08-29
-56.4697,-14.8954,Pasture,2015-09-14,2016-08-28
-52.2059,-15.4816,Pasture,2013-09-14,2014-08-29
-52.0405,-13.8427,Pasture,2013-09-14,2014-08-29
-52.1993,-15.4484,Pasture,2013-09-14,2014-08-29
-51.7908,-12.8439,Pasture,2014-09-14,2015-08-29
-55.0574,-14.2136,Pasture,2009-09-14,2010-08-29
-57.803,-9.7565,Pasture,2005-09-14,2006-08-29
-51.8503,-12.7163,Pasture,2013-09-14,2014-08-29
-60.4875,-13.0058,Pasture,2004-09-13,2005-08-29
-51.8155,-12.8882,Pasture,2014-09-14,2015-08-29
-52.2598,-14.9734,Pasture,2013-09-14,2014-08-29
-51.565,-12.5681,Pasture,2001-09-14,2002-08-29
-52.0432,-13.7842,Pasture,2014-09-14,2015-08-29
-52.8003,-15.6905,Pasture,2014-09-14,2015-08-29
-53.8922,-15.6522,Pasture,2013-09-14,2014-08-29
-57.6209,-13.2247,Pasture,2015-09-14,2016-08-28
-52.1637,-15.3157,Pasture,2013-09-14,2014-08-29
-54.1334,-15.6435,Pasture,2013-09-14,2014-08-29
-52.0364,-13.7961,Pasture,2014-09-14,2015-08-29
-58.2746,-12.7532,Pasture,2015-09-14,2016-08-28
-55.2991,-11.2357,Pasture,2013-09-14,2014-08-29
-55.8099,-15.4178,Pasture,2013-09-14,2014-08-29
-57.6434,-13.2836,Pasture,2015-09-14,2016-08-28
-55.7915,-12.6512,Pasture,2015-09-14,2016-08-28
-55.9467,-10.0902,Pasture,2008-09-13,2009-08-29
-52.2654,-14.4431,Pasture,2013-09-14,2014-08-29
-53.0647,-14.6894,Pasture,2003-09-14,2004-08-28
-55.3252,-15.7107,Pasture,2015-09-14,2016-08-28
-56.9129,-13.9274,Pasture,2014-09-14,2015-08-29
-55.1577,-10.7871,Pasture,2013-09-14,2014-08-29
-54.5191,-10.3951,Pasture,2013-09-14,2014-08-29
-56.4364,-13.4547,Pasture,2015-09-14,2016-08-28
-55.0394,-10.384,Pasture,2013-09-14,2014-08-29
-59.808,-14.3551,Pasture,2006-09-14,2007-08-29
-52.1976,-15.3903,Pasture,2014-09-14,2015-08-29
-52.809,-15.6524,Pasture,2013-09-14,2014-08-29
-52.4026,-11.123,Pasture,2013-09-14,2014-08-29
-55.0406,-10.2941,Pasture,2013-09-14,2014-08-29
-55.3173,-15.7135,Pasture,2015-09-14,2016-08-28
-59.8262,-14.363,Pasture,2011-09-14,2012-08-28
-52.2988,-14.5114,Pasture,2013-09-14,2014-08-29
-52.1842,-15.2057,Pasture,2013-09-14,2014-08-29
-57.5442,-14.3504,Pasture,2014-09-14,2015-08-29
-55.2195,-16.3526,Pasture,2015-09-14,2016-08-28
-57.5621,-14.6248,Pasture,2014-09-14,2015-08-29
-51.7873,-12.7521,Pasture,2013-09-14,2014-08-29
-53.0647,-14.6894,Pasture,2010-09-14,2011-08-29
-55.0286,-10.3235,Pasture,2013-09-14,2014-08-29
-52.407,-11.0986,Pasture,2013-09-14,2014-08-29
-52.6452,-15.7148,Pasture,2014-09-14,2015-08-29
-54.9462,-15.1557,Pasture,2015-09-14,2016-08-28
-52.281,-15.7587,Pasture,2013-09-14,2014-08-29
-54.1878,-17.1855,Pasture,2015-09-14,2016-08-28
-52.28,-14.473,Pasture,2013-09-14,2014-08-29
-57.6035,-14.6234,Pasture,2014-09-14,2015-08-29
-52.1879,-14.2071,Pasture,2014-09-14,2015-08-29
-57.7005,-14.6035,Pasture,2014-09-14,2015-08-29
-55.9213,-14.6885,Pasture,2011-09-14,2012-08-28
-56.0231,-14.1694,Pasture,2004-09-13,2005-08-29
-55.5712,-12.3039,Pasture,2015-09-14,2016-08-28
-55.0312,-14.2294,Pasture,2001-09-14,2002-08-29
-55.1466,-10.7402,Pasture,2014-09-14,2015-08-29
-53.3818,-15.5722,Pasture,2014-09-14,2015-08-29
-55.2791,-11.0785,Pasture,2014-09-14,2015-08-29
-54.891,-10.2394,Pasture,2013-09-14,2014-08-29
-55.2007,-15.51,Pasture,2015-09-14,2016-08-28
-52.6133,-10.8366,Pasture,2013-09-14,2014-08-29
-52.3919,-11.1538,Pasture,2013-09-14,2014-08-29
-52.2056,-15.4162,Pasture,2013-09-14,2014-08-29
-55.0497,-10.3673,Pasture,2014-09-14,2015-08-29
-52.1772,-15.1729,Pasture,2013-09-14,2014-08-29
-59.403,-9.3146,Pasture,2013-09-14,2014-08-29
-55.8955,-10.081,Pasture,2011-09-14,2012-08-28
-52.3379,-14.7345,Pasture,2013-09-14,2014-08-29
-55.0574,-14.2136,Pasture,2002-09-14,2003-08-29
-52.8116,-15.6903,Pasture,2013-09-14,2014-08-29
-55.2775,-11.0404,Pasture,2013-09-14,2014-08-29
-54.5327,-16.5813,Pasture,2015-09-14,2016-08-28
-53.4335,-15.5623,Pasture,2013-09-14,2014-08-29
-53.6634,-15.7141,Pasture,2014-09-14,2015-08-29
-53.7896,-15.7459,Pasture,2013-09-14,2014-08-29
-51.7888,-12.7396,Pasture,2014-09-14,2015-08-29
-54.9373,-10.0818,Pasture,2013-09-14,2014-08-29
-51.7903,-12.7796,Pasture,2013-09-14,2014-08-29
-60.4827,-12.988,Pasture,2006-09-14,2007-08-29
-52.3897,-11.1353,Pasture,2013-09-14,2014-08-29
-54.3831,-10.4545,Pasture,2013-09-14,2014-08-29
-56.0231,-14.1694,Pasture,2000-09-13,2001-08-29
-59.8262,-14.363,Pasture,2000-09-13,2001-08-29
-52.1791,-15.2491,Pasture,2013-09-14,2014-08-29
-55.5255,-15.5255,Pasture,2013-09-14,2014-08-29
-57.6708,-13.7078,Pasture,2014-09-14,2015-08-29
-54.3941,-10.4556,Pasture,2014-09-14,2015-08-29
-57.803,-9.7565,Pasture,2006-09-14,2007-08-29
-57.8731,-14.5435,Pasture,2014-09-14,2015-08-29
-57.841,-14.5498,Pasture,2014-09-14,2015-08-29
-54.2875,-10.4255,Pasture,2013-09-14,2014-08-29
-52.6744,-10.8174,Pasture,2013-09-14,2014-08-29
-59.0879,-15.2475,Pasture,2008-09-13,2009-08-29
-52.0372,-13.837,Pasture,2013-09-14,2014-08-29
-52.3388,-14.7297,Pasture,2013-09-14,2014-08-29
-54.1695,-10.4363,Pasture,2013-09-14,2014-08-29
-56.6905,-13.8622,Pasture,2015-09-14,2016-08-28
-51.5718,-12.603,Pasture,2013-09-14,2014-08-29
-55.3155,-11.1718,Pasture,2014-09-14,2015-08-29
-51.8014,-12.7354,Pasture,2013-09-14,2014-08-29
-60.4749,-12.9952,Pasture,2011-09-14,2012-08-28
-55.2983,-16.207,Pasture,2015-09-14,2016-08-28
-55.9467,-10.0902,Pasture,2006-09-14,2007-08-29
-53.9232,-15.6592,Pasture,2013-09-14,2014-08-29
-52.5473,-15.7741,Pasture,2013-09-14,2014-08-29
-52.9141,-10.7602,Pasture,2014-09-14,2015-08-29
-57.5987,-14.6317,Pasture,2014-09-14,2015-08-29
-55.7512,-15.6987,Pasture,2015-09-14,2016-08-28
-51.9935,-12.6359,Pasture,2013-09-14,2014-08-29
-52.1705,-14.2529,Pasture,2013-09-14,2014-08-29
-52.8224,-15.6748,Pasture,2013-09-14,2014-08-29
-55.0917,-14.2115,Pasture,2011-09-14,2012-08-28
-52.8858,-10.7584,Pasture,2014-09-14,2015-08-29
-52.0348,-13.7886,Pasture,2014-09-14,2015-08-29
-56.0231,-14.1694,Pasture,2002-09-14,2003-08-29
-52.5398,-15.7785,Pasture,2014-09-14,2015-08-29
-56.7898,-11.4209,Pasture,2000-09-13,2001-08-29
-57.5364,-14.5932,Pasture,2014-09-14,2015-08-29
-52.2931,-14.8716,Pasture,2014-09-14,2015-08-29
-52.3587,-14.6252,Pasture,2013-09-14,2014-08-29
-57.6412,-14.2235,Pasture,2015-09-14,2016-08-28
-57.803,-9.7565,Pasture,2009-09-14,2010-08-29
-52.9216,-15.5529,Pasture,2013-09-14,2014-08-29
-55.2753,-15.5055,Pasture,2015-09-14,2016-08-28
-55.262,-15.4992,Pasture,2013-09-14,2014-08-29
-51.9765,-13.2804,Pasture,2013-09-14,2014-08-29
-51.5718,-12.603,Pasture,2011-09-14,2012-08-28
-55.1968,-10.8637,Pasture,2013-09-14,2014-08-29
-55.3179,-11.1462,Pasture,2013-09-14,2014-08-29
-51.565,-12.5681,Pasture,2013-09-14,2014-08-29
-54.907,-10.2279,Pasture,2013-09-14,2014-08-29
-52.368,-15.8808,Pasture,2013-09-14,2014-08-29
-53.6107,-10.542,Pasture,2013-09-14,2014-08-29
-56.6595,-13.8459,Pasture,2015-09-14,2016-08-28
-52.8789,-10.7563,Pasture,2014-09-14,2015-08-29
-55.3351,-15.4963,Pasture,2013-09-14,2014-08-29
-54.2567,-10.4244,Pasture,2014-09-14,2015-08-29
-52.5151,-15.7807,Pasture,2014-09-14,2015-08-29
-54.5006,-16.6027,Pasture,2015-09-14,2016-08-28
-56.0727,-14.4193,Pasture,2015-09-14,2016-08-28
-54.2691,-16.7111,Pasture,2015-09-14,2016-08-28
-54.2009,-17.1847,Pasture,2015-09-14,2016-08-28
-58.7278,-15.4932,Pasture,2005-09-14,2006-08-29
-53.7788,-15.7324,Pasture,2014-09-14,2015-08-29
-54.3629,-10.4392,Pasture,2013-09-14,2014-08-29
-52.3391,-14.7406,Pasture,2013-09-14,2014-08-29
-53.7391,-15.7187,Pasture,2014-09-14,2015-08-29
-52.6871,-10.8212,Pasture,2013-09-14,2014-08-29
-60.4875,-13.0058,Pasture,2010-09-14,2011-08-29
-51.9487,-13.4278,Pasture,2013-09-14,2014-08-29
-52.1132,-13.9596,Pasture,2013-09-14,2014-08-29
-52.3405,-14.7256,Pasture,2013-09-14,2014-08-29
-51.9491,-13.2318,Pasture,2013-09-14,2014-08-29
-52.3847,-11.1492,Pasture,2013-09-14,2014-08-29
-53.0647,-14.6894,Pasture,2004-09-13,2005-08-29
-55.0436,-10.3756,Pasture,2014-09-14,2015-08-29
-52.0605,-13.8695,Pasture,2013-09-14,2014-08-29
-56.0944,-14.4319,Pasture,2015-09-14,2016-08-28
-52.559,-15.7747,Pasture,2013-09-14,2014-08-29
-52.3264,-14.7094,Pasture,2013-09-14,2014-08-29
-52.0586,-13.8791,Pasture,2013-09-14,2014-08-29
-54.3957,-10.4612,Pasture,2013-09-14,2014-08-29
-52.3343,-14.6958,Pasture,2013-09-14,2014-08-29
-52.7996,-15.6908,Pasture,2013-09-14,2014-08-29
-52.6157,-15.7487,Pasture,2014-09-14,2015-08-29
-52.1792,-15.274,Pasture,2013-09-14,2014-08-29
-52.8729,-10.7456,Pasture,2013-09-14,2014-08-29
-56.7898,-11.4209,Pasture,2001-09-14,2002-08-29
-52.3052,-14.5233,Pasture,2014-09-14,2015-08-29
-51.7887,-12.7476,Pasture,2013-09-14,2014-08-29
-59.0879,-15.2475,Pasture,2000-09-13,2001-08-29
-53.254,-15.5998,Pasture,2013-09-14,2014-08-29
-53.2375,-15.5891,Pasture,2013-09-14,2014-08-29
-52.1713,-14.3213,Pasture,2013-09-14,2014-08-29
-52.2775,-14.9228,Pasture,2014-09-14,2015-08-29
-52.4576,-10.9371,Pasture,2014-09-14,2015-08-29
-52.6829,-15.6947,Pasture,2013-09-14,2014-08-29
-57.794,-9.7573,Pasture,2008-09-13,2009-08-29
-56.7898,-11.4209,Pasture,2013-09-14,2014-08-29
-55.2099,-10.9263,Pasture,2013-09-14,2014-08-29
-55.0917,-14.2115,Pasture,2005-09-14,2006-08-29
-52.0378,-13.797,Pasture,2013-09-14,2014-08-29
-58.0385,-13.27,Soy-Corn,2014-09-14,2015-08-29
-55.0728,-15.4877,Soy-Corn,2014-09-14,2015-08-29
-55.9646,-13.1453,Soy-Corn,2015-09-14,2016-08-28
-56.9597,-13.9101,Soy-Corn,2015-09-14,2016-08-28
-56.2823,-12.7671,Soy-Corn,2014-09-14,2015-08-29
-54.1674,-15.312,Soy-Corn,2015-09-14,2016-08-28
-56.0968,-13.3894,Soy-Corn,2015-09-14,2016-08-28
-54.1193,-15.1931,Soy-Corn,2015-09-14,2016-08-28
-58.7412,-13.6673,Soy-Corn,2015-09-14,2016-08-28
-54.2582,-15.4739,Soy-Corn,2015-09-14,2016-08-28
-56.023,-13.5258,Soy-Corn,2015-09-14,2016-08-28
-51.9147,-13.4908,Soy-Corn,2014-09-14,2015-08-29
-54.4654,-15.5757,Soy-Corn,2015-09-14,2016-08-28
-57.7975,-13.6097,Soy-Corn,2015-09-14,2016-08-28
-55.2544,-15.807,Soy-Corn,2015-09-14,2016-08-28
-55.1584,-15.9282,Soy-Corn,2015-09-14,2016-08-28
-55.4247,-12.0711,Soy-Corn,2014-09-14,2015-08-29
-54.1826,-15.6241,Soy-Corn,2014-09-14,2015-08-29
-51.9767,-11.7332,Pasture,2014-09-14,2015-08-29
-55.0574,-14.2136,Pasture,2004-09-13,2005-08-29
-51.9737,-13.2555,Pasture,2013-09-14,2014-08-29
-54.6938,-16.816,Pasture,2015-09-14,2016-08-28
-52.3627,-14.5555,Pasture,2013-09-14,2014-08-29
-51.89,-13.0525,Pasture,2013-09-14,2014-08-29
-60.4827,-12.988,Pasture,2004-09-13,2005-08-29
-52.1711,-14.3274,Pasture,2013-09-14,2014-08-29
-52.1948,-15.4099,Pasture,2013-09-14,2014-08-29
-55.2052,-10.935,Pasture,2013-09-14,2014-08-29
-52.362,-14.5493,Pasture,2013-09-14,2014-08-29
-55.2678,-11.0303,Pasture,2013-09-14,2014-08-29
-52.4139,-11.0997,Pasture,2013-09-14,2014-08-29
-56.0859,-14.4312,Pasture,2014-09-14,2015-08-29
-59.1698,-13.4957,Pasture,2015-09-14,2016-08-28
-55.6746,-12.4677,Soy-Corn,2015-09-14,2016-08-28
-55.771,-12.6215,Soy-Corn,2015-09-14,2016-08-28
-56.2552,-13.0209,Soy-Corn,2014-09-14,2015-08-29
-54.9723,-15.1278,Soy-Corn,2015-09-14,2016-08-28
-56.0539,-13.3307,Soy-Corn,2015-09-14,2016-08-28
-55.2451,-15.6706,Soy-Corn,2015-09-14,2016-08-28
-54.7998,-17.0807,Soy-Corn,2015-09-14,2016-08-28
-57.918,-13.7996,Soy-Corn,2015-09-14,2016-08-28
-54.8775,-11.5317,Soy-Corn,2014-09-14,2015-08-29
-57.9503,-13.8351,Soy-Corn,2015-09-14,2016-08-28
-54.1468,-15.2612,Soy-Corn,2015-09-14,2016-08-28
-54.5133,-17.1269,Soy-Corn,2015-09-14,2016-08-28
-55.0749,-15.4314,Soy-Corn,2015-09-14,2016-08-28
-55.3681,-11.4717,Soy-Corn,2014-09-14,2015-08-29
-57.9211,-13.5858,Soy-Corn,2014-09-14,2015-08-29
-54.4451,-15.5763,Soy-Corn,2014-09-14,2015-08-29
-58.5936,-13.5574,Soy-Corn,2014-09-14,2015-08-29
-54.3661,-15.5818,Soy-Corn,2015-09-14,2016-08-28
-57.3994,-13.7916,Soy-Corn,2014-09-14,2015-08-29
-52.0792,-12.6115,Soy-Corn,2014-09-14,2015-08-29
-59.2851,-13.6217,Soy-Corn,2015-09-14,2016-08-28
-55.0194,-15.1581,Soy-Corn,2015-09-14,2016-08-28
-59.1561,-13.7859,Soy-Corn,2015-09-14,2016-08-28
-55.8244,-12.8205,Soy-Corn,2015-09-14,2016-08-28
-55.8221,-14.7581,Soy-Corn,2014-09-14,2015-08-29
-59.2617,-13.5061,Soy-Corn,2015-09-14,2016-08-28
-56.199,-13.8188,Soy-Corn,2014-09-14,2015-08-29
-59.2449,-13.9762,Soy-Corn,2015-09-14,2016-08-28
-54.8122,-17.4373,Soy-Corn,2015-09-14,2016-08-28
-54.6361,-15.5048,Soy-Corn,2014-09-14,2015-08-29
-54.5415,-17.1314,Soy-Corn,2015-09-14,2016-08-28
-57.9918,-14.2156,Soy-Corn,2014-09-14,2015-08-29
-57.4888,-14.1777,Soy-Corn,2015-09-14,2016-08-28
-54.9827,-15.4817,Soy-Corn,2014-09-14,2015-08-29
-53.9978,-15.6315,Soy-Corn,2014-09-14,2015-08-29
-54.0712,-14.9804,Soy-Corn,2015-09-14,2016-08-28
-55.0264,-15.482,Soy-Corn,2015-09-14,2016-08-28
-55.1284,-11.5788,Soy-Corn,2014-09-14,2015-08-29
-56.1232,-12.7615,Soy-Corn,2014-09-14,2015-08-29
-53.9271,-15.0022,Soy-Corn,2015-09-14,2016-08-28
-56.4385,-14.3285,Soy-Corn,2015-09-14,2016-08-28
-57.9805,-14.0086,Soy-Corn,2015-09-14,2016-08-28
-55.3542,-15.7486,Soy-Corn,2014-09-14,2015-08-29
-52.3296,-11.2821,Soy-Corn,2014-09-14,2015-08-29
-55.3131,-15.8396,Soy-Corn,2015-09-14,2016-08-28
-58.439,-13.547,Soy-Corn,2015-09-14,2016-08-28
-58.741,-13.6556,Soy-Corn,2015-09-14,2016-08-28
-55.1943,-15.7707,Soy-Corn,2015-09-14,2016-08-28
-56.0807,-13.3687,Soy-Corn,2014-09-14,2015-08-29
-55.4392,-15.5278,Soy-Corn,2015-09-14,2016-08-28
-54.1514,-16.7828,Soy-Corn,2015-09-14,2016-08-28
-55.3855,-15.8173,Soy-Corn,2015-09-14,2016-08-28
-57.9683,-13.9253,Soy-Corn,2014-09-14,2015-08-29
-58.6082,-13.5458,Soy-Corn,2015-09-14,2016-08-28
-54.1006,-15.0784,Soy-Corn,2014-09-14,2015-08-29
-58.0381,-13.0581,Soy-Corn,2014-09-14,2015-08-29
-58.0022,-13.2432,Soy-Corn,2014-09-14,2015-08-29
-54.728,-17.0929,Soy-Corn,2015-09-14,2016-08-28
-57.8404,-13.4339,Soy-Corn,2015-09-14,2016-08-28
-54.5124,-15.5804,Soy-Corn,2015-09-14,2016-08-28
-57.9576,-14.4065,Soy-Corn,2014-09-14,2015-08-29
